Participant,Block,Trial,State,Action,Reward,V_t,posterior_std_0,posterior_std_1,poster_mean_0,poster_mean_1,TU,RU,P_a0_ucb
0,7,7,77,0,5.230677814211128,2.560166980146029,1.1111111111111112,5.0,2.560166980146029,0.0,2.4720661623652207,-1.18197542411033,1.0
0,7,8,78,0,6.688901057799013,2.827218063552539,1.0,5.0,2.827218063552539,0.0,2.449489742783178,-1.2360679774997898,1.0
0,7,9,79,0,11.476860000817295,3.1782801539385823,0.9090909090909091,5.0,3.1782801539385823,0.0,2.4308621740219887,-1.2826053882541975,1.0
0,8,0,80,0,-9.511541959057743,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
0,8,1,81,1,3.9476273708887426,-3.1705139863525806,3.333333333333334,5.0,-3.1705139863525806,0.0,2.886751345948129,-0.410326119149236,6.599203618997526e-221
0,8,2,82,1,0.45188860352864413,-4.486389776648828,3.333333333333334,3.333333333333334,-3.1705139863525806,1.3158757902962475,2.5819888974716116,0.0,0.0
0,8,3,83,1,-1.8553047527456905,-4.270392979956927,3.333333333333334,2.5000000000000004,-3.1705139863525806,1.0998789936043465,2.41522945769824,0.24460302826636404,0.0
0,8,4,84,1,9.00895739695716,-3.6793562306869196,3.333333333333334,2.0,-3.1705139863525806,0.508842244334339,2.3094010767585034,0.41152829597745866,1.1700835598611844e-296
0,8,5,85,1,4.401242216288927,-5.09604208945739,3.333333333333334,1.6666666666666667,-3.1705139863525806,1.925528103104809,2.23606797749979,0.5347474096147482,0.0
0,8,6,86,1,2.9147648717275385,-5.449715534197978,3.333333333333334,1.4285714285714286,-3.1705139863525806,2.2792015478453975,2.182178902359924,0.6305132490161602,0.0
0,8,7,87,1,-0.4236729687109321,-5.529160949683246,3.333333333333334,1.25,-3.1705139863525806,2.3586469633306653,2.1408720964441885,0.7077078696006589,0.0
0,8,8,88,1,0.9979600264020875,-5.220014290567513,3.333333333333334,1.1111111111111112,-3.1705139863525806,2.0495003042149325,2.1081851067789197,0.771649304961094,0.0
0,8,9,89,1,-1.5045775419215799,-5.1148602627862285,3.333333333333334,1.0,-3.1705139863525806,1.9443462764336479,2.081665999466133,0.8257418583505538,0.0
0,9,0,90,0,-6.421720966828509,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
0,9,1,91,1,-0.6481563915091143,-2.140573655609503,3.333333333333334,5.0,-2.140573655609503,0.0,2.886751345948129,-0.410326119149236,5.9069675974443555e-102
0,9,2,92,1,-1.3868056204983539,-1.924521525106465,3.333333333333334,3.333333333333334,-2.140573655609503,-0.2160521305030381,2.5819888974716116,0.0,7.740952390312724e-83
